Chr	GeneID	Start	End	Symbol
10	55222	70298970	70382650	LRRC20
10	1979	70404105	70428618	EIF4EBP2
10	4838	70431936	70441709	NODAL
10	27143	70478808	70568450	PALD1
10	5551	70597348	70602775	PRF1
10	140766	70672803	70762441	ADAMTS14
10	100130690	70695104	70709171	LOC100130690
10	219793	70771229	70785401	TBATA
10	8879	70815948	70881189	SGPL1
10	5092	70882280	70888784	PCBD1
10	219699	71212535	71302878	UNC5B
10	55315	71319253	71363390	SLC29A3
10	64072	71396934	71815947	CDH23
10	387686	71424394	71437606	LOC387686
10	729448	71560984	71562707	LOC729448
10	645333	71599869	71600597	LOC645333
10	414152	71711701	71737824	C10orf105
10	64115	71747556	71773580	C10orf54
10	5660	71816298	71851325	PSAP
10	100288438	71888883	71899882	LOC100288438
10	100132225	71908041	71955804	LOC100132225
10	645363	71908041	71909185	LOC645363
10	9469	71964362	72013564	CHST3
10	9806	72059034	72089032	SPOCK2
10	51008	72096032	72217232	ASCC1
10	100288471	72163581	72165086	LOC100288471
10	119504	72216000	72235860	ANAPC16
10	54541	72273919	72276039	DDIT4
10	54788	72332830	72355149	DNAJB12
10	10367	72367326	72626191	MICU1
10	90550	72692131	72887694	MCU
10	170392	72893556	72933137	OIT3
10	84647	72934696	72954832	PLA2G12B
10	5033	73007217	73096974	P4HA1
10	25961	73110375	73149441	NUDT13
10	11319	73134524	73168095	ECD
10	317662	73168119	73242677	FAM149B1
10	23234	73241693	73249226	DNAJC9
10	51021	73248843	73252693	MRPS16
10	118491	73253758	73359745	TTC18
10	645459	73373635	73374012	LOC645459
10	310	73375431	73414083	ANXA7
10	118490	73423579	73433561	MSS51
10	5532	73436805	73496024	PPP3CB
10	159195	73497538	73591342	USP54
10	58529	73631612	73641757	MYOZ1
10	79933	73644881	73656105	SYNPO2L
10	729092	73674275	73697796	AGAP5
10	9632	73744373	73772175	SEC24C
10	729555	73749392	73749739	LOC729555
10	170384	73772175	73779095	FUT11
10	118487	73782050	73783648	CHCHD1
10	23053	73785576	73801798	ZSWIM8
10	8509	73801911	73811831	NDST2
10	818	73812501	73874591	CAMK2G
10	100288529	73829228	73846582	LOC100288529
10	414236	73909969	73922777	C10orf55
10	5328	73911104	73917501	PLAU
10	100288565	73974092	73975711	LOC100288565
10	7414	73998078	74120160	VCL
10	100288598	74034213	74046803	LOC100288598
10	26985	74120257	74151068	AP3M1
10	132	74151185	74709303	ADK
10	23522	74824927	75032622	KAT6B
10	338599	75037472	75073625	DUPD1
10	51207	75094432	75109218	DUSP13
10	142891	75111635	75182123	SAMD8
10	653471	75124446	75160280	LOC653471
10	645600	75138891	75141714	LOC645600
10	7417	75210154	75231448	VDAC2
10	118881	75233971	75236012	COMTD1
10	653651	75240457	75242880	LOC653651
10	84858	75397844	75401755	ZNF503
10	100288087	75404645	75408345	LOC100288087
10	83938	75431459	76557375	C10orf11
10	100288127	75566373	75567728	LOC100288127
10	283065	76832118	76838066	C10orf41
10	100288189	76854194	76863846	LOC100288189
10	3778	76869601	77637819	KCNMA1
10	100288678	77155424	77158600	LOC100288678
10	9231	77790791	77926590	DLG5
10	11128	77975149	78029540	POLR3A
10	729716	77985209	77987052	LOC729716
10	6229	78033760	78056813	RPS24
10	57178	79068994	79316528	ZMIZ1
10	10105	79347464	79355334	PPIF
10	219654	79382325	79445627	ZCCHC24
10	143244	79512601	79516440	EIF5AL1
10	729238	79555852	79560414	SFTPA2
10	653509	79610890	79615443	SFTPA1
10	729262	79700464	79712757	NUTM2B
10	6441	79937740	79949105	SFTPD
10	80195	80078646	80092557	TMEM254
10	219348	80132502	80145028	PLAC9
10	311	80155124	80205677	ANXA11
10	4143	80271820	80289957	MAT1A
10	101929370	80285087	80311112	LOC101929370
10	143241	80336102	80356767	DYDC1
10	84332	80344745	80368073	DYDC2
10	84293	80407829	80432997	FAM213A
10	81619	80454282	80522638	TSPAN14
10	387694	80537902	80646560	SH2D4B
10	338586	80936210	80936593	LOC338586
10	645990	80953279	80976429	LOC645990
10	644676	80985620	80990169	LOC644676
10	441568	81256103	81256486	LOC441568
10	389983	81273176	81296373	LOC389983
10	6436	81315622	81320163	SFTPA2B
10	100132477	81345039	81361329	LOC100132477
10	727807	81451610	81462705	FAM22C
10	642351	81511962	81565135	LOC642351
10	642331	81575993	81600606	LOC642331
10	100288907	81586123	81587969	LOC100288907
10	727889	81733208	81733579	LOC727889
10	642506	81767418	81772233	LOC642506
10	10718	81875314	82987179	NRG3
10	642578	81971946	81985110	LOC642578
10	727923	82279333	82285678	LOC727923
10	642666	82409512	82413488	LOC642666
10	642743	83238831	83239076	LOC642743
10	727960	83251196	83253047	LOC727960
10	642820	83534220	83538180	LOC642820
10	27069	84139429	84153555	GHITM
10	387695	84173755	84185294	C10orf99
10	92211	84194635	84219621	CDHR1
10	340745	84220485	84225589	LRIT2
10	26103	84231520	84241461	LRIT1
10	5995	84245053	84259188	RGR
10	54462	84328586	84518521	CCSER2
10	728050	85422142	85425169	LOC728050
10	2894	85599555	86366493	GRID1
10	100288717	86053083	86053813	LOC100288717
10	23063	86435256	86521821	WAPAL
10	94233	86654557	86666460	OPN4
10	11155	86666717	86736072	LDB3
10	657	86756639	86925188	BMPR1A
10	79812	86935540	86970240	MMRN2
10	6623	86957774	86963260	SNCG
10	10974	86968431	86970909	ADIRF
10	119385	86970741	87010203	AGAP11
10	102723625	86970747	86972319	LOC102723625
10	643161	87020289	87024730	FAM25A
10	2746	87050202	87095019	GLUD1
10	54537	87095196	87191468	FAM35A
10	728118	87223859	87234980	NUTM2A
10	9562	87504466	87553461	MINPP1
10	9060	87659719	87747705	PAPSS2
10	84896	87751851	87841351	ATAD1
10	100144748	87859161	87863437	KLLN
10	5728	87863438	87970345	PTEN
10	55328	88273864	88583854	RNLS
10	100289138	88281703	88282410	LOC100289138
10	100132592	88505000	88625802	LOC100132592
10	142910	88583277	88606976	LIPJ
10	8513	88664389	88678815	LIPF
10	100128309	88715062	88719590	LOC100128309
10	643414	88724544	88752756	LIPK
10	643150	88733603	88774461	LOC643150
10	643418	88760029	88778891	LIPN
10	340654	88802730	88820546	LIPM
10	118932	88819899	88851975	ANKRD22
10	57559	88879368	88923502	STAMBPL1
10	59	88935074	88991390	ACTA2
10	355	88969796	89017059	FAS
10	9023	89205937	89207314	CH25H
10	3988	89213569	89252039	LIPA
10	3433	89301949	89309276	IFIT2
10	3437	89327845	89340968	IFIT3
10	439996	89378056	89385205	IFIT1B
10	3434	89392546	89406487	IFIT1
10	24138	89414568	89421002	IFIT5
10	387700	89430294	89535556	SLC16A12
10	53354	89579497	89645572	PANK1
10	9585	89701590	89774943	KIF20B
10	3363	90740818	90857914	HTR7
10	10556	90871952	90908555	RPP30
10	728303	90888799	90889110	LOC728303
10	27063	90912100	90921275	ANKRD1
10	84333	91163001	91284331	PCGF5
10	143279	91409280	91514829	HECTD2
10	5507	91628440	91633101	PPP1R3C
10	80351	91798394	91865475	TNKS2
10	143282	91906588	91909501	FGFBP3
10	9044	91923769	92030998	BTAF1
10	22849	92048636	92291118	CPEB3
10	643581	92203913	92251171	LOC643581
10	54708	92291163	92353964	MARCH5
10	3416	92451684	92574095	IDE
10	3832	92593068	92655395	KIF11
10	3087	92689924	92695651	HHEX
10	643599	92710655	92773155	LOC643599
10	387701	92796905	92811890	LOC387701
10	54536	92826831	93059494	EXOC6
10	340665	93060808	93069547	CYP26C1
10	1592	93073475	93077884	CYP26A1
10	26509	93306429	93482419	MYOF
10	55165	93496612	93529094	CEP55
10	643731	93515940	93516245	LOC643731
10	338557	93566665	93590072	FFAR4
10	5950	93591836	93601344	RBP4
10	5146	93612588	93665673	PDE6C
10	728475	93656501	93669104	LOC728475
10	118924	93667883	93702572	FRA10AC1
10	9211	93757809	93798159	LGI1
10	159371	93893973	93902734	SLC35G1
10	51196	93993989	94328392	PLCE1
10	100130772	94028739	94040955	LOC100130772
10	64318	94333232	94362958	NOC3L
10	23232	94402199	94536332	TBC1D12
10	643795	94437623	94439488	LOC643795
10	3070	94545767	94602871	HELLS
10	1562	94683494	94736190	CYP2C18
10	1557	94762706	94852914	CYP2C19
10	100132649	94831468	94833223	LOC100132649
10	1559	94938593	94989391	CYP2C9
10	1558	95036772	95069497	CYP2C8
10	142827	95194200	95228929	C10orf129
10	9124	95237568	95291148	PDLIM1
10	10580	95311773	95561414	SORBS1
10	5832	95605929	95656810	ALDH18A1
10	26123	95663396	95694143	TCTN3
10	953	95711779	95877266	ENTPD1
10	100127889	95907965	95938658	C10orf131
10	387707	95938103	96033739	CC2D2B
10	54619	96043402	96060870	CCNJ
10	9849	96129715	96163761	ZNF518A
10	29760	96191699	96271576	BLNK
10	1791	96304328	96338564	DNTT
10	93377	96343216	96359365	OPALIN
10	7093	96364606	96513926	TLL2
10	56889	96518110	96587052	TM9SF3
10	118788	96593312	96720522	PIK3AP1
10	102723665	96830632	96833043	LOC102723665
10	84458	96832260	96964441	LCOR
10	26148	96981284	96985828	C10orf12
10	6585	96998038	97185926	SLIT1
10	100289239	97031395	97055446	LOC100289239
10	100289463	97081825	97096743	LOC100289463
10	84986	97222173	97292673	ARHGAP19
10	10023	97319265	97321915	FRAT1
10	23401	97332497	97334701	FRAT2
10	23223	97356701	97401370	RRP12
10	5223	97426270	97433441	PGAM1
10	51013	97435909	97446051	EXOSC1
10	84287	97446131	97457370	ZDHHC16
10	64210	97458324	97498794	MMS19
10	80019	97499011	97571203	UBTD1
10	26287	97572499	97583884	ANKRD2
10	112817	97584345	97612802	HOGA1
10	414157	97589693	97590934	C10orf62
10	118812	97614553	97634156	MORN4
10	55361	97640686	97676430	PI4K2A
10	60370	97677424	97687258	AVPI1
10	100130696	97711321	97734443	LOC100130696
10	83742	97713708	97718152	MARVELD1
10	100652732	97733786	97744451	LOC100652732
10	118813	97737121	97760907	ZFYVE27
10	100131720	97737206	97745041	LOC100131720
10	6425	97766751	97771999	SFRP5
10	728625	97792112	97793372	LOC728625
10	401647	97850238	97871578	GOLGA7B
10	55118	97865000	98030828	CRTAC1
10	27291	98134624	98244897	R3HCC1L
10	84171	98247686	98268250	LOXL4
10	84795	98383565	98415914	PYROXD2
10	3257	98416198	98446963	HPS1
10	60495	98457077	99235875	HPSE2
10	101060155	98591562	98593199	LOC101060155
10	100128320	98817858	98818253	LOC100128320
10	100132657	99070376	99071662	LOC100132657
10	644215	99173379	99175885	LOC644215
10	728703	99195833	99196132	LOC728703
10	26507	99329099	99394330	CNNM1
10	2805	99396870	99430773	GOT1
10	100289281	99526508	99531680	LOC100289281
10	159296	99532933	99536524	NKX2-3
10	81894	99610518	99659286	SLC25A28
10	57089	99659506	99711245	ENTPD7
10	1355	99696131	99732666	COX15
10	51076	99732201	99756137	CUTC
10	1244	99782694	99851905	ABCC2
10	23268	99875577	100009953	DNMBP
10	101927371	99929436	99930996	LOC101927371
10	1369	100042308	100081885	CPN1
10	10613	100150090	100186057	ERLIN1
10	1147	100188366	100229610	CHUK
10	55280	100232298	100267680	CWF19L1
10	282991	100273278	100286712	BLOC1S2
10	9033	100288146	100330486	PKD2L1
10	6319	100347015	100364831	SCD
10	7479	100463055	100483642	WNT8B
10	25956	100486646	100519838	SEC31B
10	4714	100523729	100529923	NDUFB8
10	55662	100535884	100553924	HIF1AN
10	5076	100745711	100829941	PAX2
10	55719	100912569	100965134	FAM178A
10	57715	100969497	100985616	SEMA4G
10	84545	100977822	100987515	MRPL43
10	56652	100987536	100994402	C10orf2
10	84445	100997107	101007836	LZTS2
10	79955	101007683	101031157	PDZD7
10	81855	101031239	101041241	SFXN3
10	81621	101061242	101068131	KAZALD1
10	100038246	101089321	101131146	TLX1NB
10	3195	101131304	101137789	TLX1
10	10660	101226976	101230327	LBX1
10	8945	101354033	101557321	BTRC
10	100289312	101380818	101381675	LOC100289312
10	27343	101578882	101588270	POLL
10	25911	101587452	101609662	DPCD
10	6468	101610664	101695588	FBXW4
10	2253	101770130	101780369	FGF8
10	10360	101781325	101783413	NPM3
10	10724	101784443	101818709	MGEA5
10	30819	101825974	101843920	KCNIP2
10	79591	101845599	102056175	C10orf76
10	79803	102065367	102068038	HPS6
10	8861	102106558	102120453	LDB1
10	23082	102132994	102150333	PPRC1
10	9221	102152176	102163871	NOLC1
10	83401	102226278	102229589	ELOVL3
10	5309	102230189	102241474	PITX3
10	8729	102245498	102382899	GBF1
10	4791	102394110	102402529	NFKB2
10	5662	102402617	102419934	PSD
10	79176	102419222	102423137	FBXL15
10	79004	102423245	102432669	CUEDC2
10	79946	102449837	102451543	C10orf95
10	79847	102461386	102477045	TMEM180
10	10121	102479229	102502755	ACTR1A
10	644690	102494326	102495506	LOC644690
10	51684	102503962	102633457	SUFU
10	81603	102643425	102658319	TRIM8
10	100289594	102672555	102673643	LOC100289594
10	403	102673727	102714433	ARL3
10	118980	102714541	102739190	SFXN2
10	100289632	102727881	102729911	LOC100289632
10	54838	102743970	102816264	WBP1L
10	653514	102757663	102760781	LOC653514
10	1586	102830531	102837533	CYP17A1
10	119032	102854210	102864961	C10orf32
10	57412	102869453	102901899	AS3MT
10	100652756	102896232	102899468	LOC100652756
10	100129417	102896232	102899468	LOC100129417
10	728940	102899466	102903827	LOC728940
10	54805	102918318	103078587	CNNM2
10	282992	102987756	102988604	LOC282992
10	22978	103088017	103193306	NT5C2
10	729020	103245887	103248016	RPEL1
10	9118	103277163	103290351	INA
10	84108	103302796	103351134	PCGF6
10	6877	103367967	103389065	TAF5
10	84833	103389050	103396513	USMG5
10	22984	103396630	103446295	PDCD11
10	51063	103446786	103452650	CALHM2
10	255022	103453387	103458891	CALHM1
10	119395	103472804	103479240	CALHM3
10	9148	103493978	103592552	NEURL1
10	9644	103594027	103855437	SH3PXD2A
10	79991	103870302	103918287	OBFC1
10	9748	103967185	104029233	SLK
10	1308	104031288	104085880	COL17A1
10	119392	104120301	104126385	SFR1
10	80217	104129888	104232366	WDR96
10	100286939	104181242	104182893	LOC100286939
10	9446	104254194	104267464	GSTO1
10	119391	104268416	104304948	GSTO2
10	102724376	104268416	104274748	LOC102724376
10	85450	104309696	104338493	ITPRIP
10	159686	104353764	104455090	CCDC147
10	100289540	104416007	104416838	LOC100289540
10	100289608	104605579	104605707	LOC100289608
10	22986	104641101	105265235	SORCS3
10	729081	104935271	104936052	LOC729081
10	114815	106573663	107164708	SORCS1
10	645254	109621330	109819036	LOC645254
10	644411	109663551	109665049	LOC644411
10	100128304	109673555	109675061	LOC100128304
10	7511	109864766	109923553	XPNPEP1
10	120	110005869	110135565	ADD3
10	4601	110207605	110287365	MXI1
10	10285	110293040	110304949	SMNDC1
10	1847	110497867	110511544	DUSP5
10	9126	110567691	110604634	SMC3
10	282996	110644397	110839469	RBM20
10	27250	110871795	110900006	PDCD4
10	92482	110898730	110919366	BBIP1
10	8036	110919543	111013667	SHOC2
10	150	111077032	111080907	ADRA2A
10	645340	111691369	111769789	LOC645340
10	57678	112148213	112215395	GPAM
10	6975	112283455	112305035	TECTB
10	51703	112374158	112428380	ACSL5
10	64429	112430300	112447147	ZDHHC6
10	143187	112446998	112855364	VTI1A
10	100132573	112621553	112622434	LOC100132573
10	100130175	112653427	112655020	LOC100130175
10	6934	112950219	113167678	TCF7L2
10	3026	113550831	113589602	HABP2
10	4892	113588824	113664070	NRAP
10	840	113679162	113730909	CASP7
10	79949	113751315	113782433	PLEKHS1
10	9937	113834724	113854404	DCLRE1A
10	374354	113854632	113912506	NHLRC2
10	153	114044047	114046908	ADRB1
10	55088	114120856	114174605	C10orf118
10	56165	114179256	114232666	TDRD1
10	340706	114239254	114294500	VWA2
10	84632	114281494	114404778	AFAP1L2
10	3983	114431110	114768609	ABLIM1
10	57700	114821744	114899827	FAM160B1
10	142940	114938193	114977680	TRUB1
10	26033	115093365	115948985	ATRNL1
10	100286977	115670143	115676956	LOC100286977
10	100132839	115800691	115804503	LOC100132839
10	2674	116056925	116273614	GFRA1
10	374355	116324428	116380029	CCDC172
10	119548	116427912	116477957	PNLIPRP3
10	5406	116545916	116567855	PNLIP
10	5407	116590978	116609175	PNLIPRP1
10	5408	116620953	116645143	PNLIPRP2
10	143379	116662211	116670254	C10orf82
10	259217	116671192	116850179	HSPA12A
10	645712	116747092	116768770	LOC645712
10	387712	116849230	116911786	ENO4
10	57698	116883377	117126586	KIAA1598
10	11023	117128521	117138301	VAX1
10	338567	117197489	117210299	KCNK18
10	6571	117241073	117279430	SLC18A2
10	118987	117270425	117375440	PDZD8
10	2018	117542445	117549546	EMX2
10	22841	118004916	118046786	RAB11FIP2
10	63877	118305889	118342327	FAM204A
10	2834	118593404	118595648	PRLHR
10	143384	118674167	118755246	CACUL1
10	100287068	118934609	118936905	LOC100287068
10	100128616	118989101	118991538	LOC100128616
10	340719	119029716	119034342	NANOS1
10	8661	119035029	119080822	EIF3A
10	404636	119104065	119137984	FAM45A
10	119559	119140913	119165708	SFXN4
10	10935	119167703	119178865	PRDX3
10	2869	119207685	119455619	GRK5
10	100996346	119494395	119495918	LOC100996346
10	6001	119499827	119542710	RGS10
10	7073	119573465	119597029	TIAL1
10	9531	119651347	119677819	BAG3
10	22876	119726047	119829151	INPP5F
10	79892	119829404	119873628	MCMBP
10	11196	119892573	119944658	SEC23IP
10	100287264	120353677	120355211	LOC100287264
10	196051	120456954	120589855	PPAPDC1A
10	100287147	120489799	120514542	LOC100287147
10	440005	120621510	120775703	LOC440005
10	55717	120851175	120909526	WDR11
10	729676	120955354	120957378	LOC729676
10	646088	120956226	120957080	LOC646088
10	100131848	121206685	121207453	LOC100131848
10	100133264	121355308	121356881	LOC100133264
10	2263	121478330	121598458	FGFR2
10	11101	121740421	121928801	ATE1
10	646163	121819446	121819661	LOC646163
10	54780	121957088	121975228	NSMCE4A
10	10579	121989174	122254542	TACC2
10	653713	122104139	122104747	LOC653713
10	102724724	122162345	122164371	LOC102724724
10	118663	122271296	122338161	BTBD16
10	59338	122374578	122432355	PLEKHA1
10	387715	122454663	122457352	ARMS2
10	5654	122461525	122514908	HTRA1
10	1755	122560665	122643736	DMBT1
10	101928125	122672882	122679488	LOC101928125
10	399814	122697709	122699822	C10orf120
10	646246	122811541	122813449	LOC646246
10	729800	122820363	122826448	LOC729800
10	50624	122832155	122846175	CUZD1
10	196792	122849094	122879641	FAM24B
10	118670	122910701	122913111	FAM24A
10	80007	122930903	122954403	C10orf88
10	118672	122980040	122990390	PSTK
10	64376	122990806	123008850	IKZF5
10	36	123008913	123058290	ACADSB
10	340784	123136051	123137731	HMX3
10	3167	123142421	123150672	HMX2
10	9184	123154244	123165370	BUB3
10	100131889	123273961	123276434	LOC100131889
10	100131885	123331418	123347097	LOC100131885
10	729426	123383126	123408584	LOC729426
10	2849	123666355	123697399	GPR26
10	646299	123677823	123701464	LOC646299
10	119587	123745636	123891984	CPXM2
10	100130255	123921860	123923892	LOC100130255
10	51363	124006155	124093684	CHST15
10	646312	124124172	124124813	LOC646312
10	4942	124397303	124418976	OAT
10	646361	124408978	124445792	LOC646361
10	390010	124447429	124449981	NKX1-2
10	64077	124461772	124614141	LHPP
10	729794	124470811	124504484	LOC729794
10	731940	124550482	124569990	LOC731940
10	731945	124604762	124629104	LOC731945
10	9679	124619294	124744361	FAM53B
10	399818	124758837	124791870	METTL10
10	23172	124801785	124836670	FAM175B
10	54764	124917135	124988059	ZRANB1
10	100131719	124939910	124940323	LOC100131719
10	1488	124987849	125161055	CTBP2
10	100287396	125531607	125537357	LOC100287396
10	387718	125576522	125683166	TEX36
10	100287436	125618355	125651350	LOC100287436
10	26098	125719515	125764143	EDRF1
10	646473	125741254	125743827	LOC646473
10	118856	125766453	125775821	MMP21
10	7390	125785522	125823268	UROS
10	56647	125823535	125853695	BCCIP
10	55760	125836340	125881315	DHX32
10	92565	125896539	126009592	FANK1
10	8038	126012385	126388558	ADAM12
10	727801	126096811	126097518	LOC727801
10	100132892	126168343	126171678	LOC100132892
10	118611	126424997	126524875	C10orf90
10	642434	126595094	126596219	LOC642434
10	100132971	126717613	126840943	LOC100132971
10	1793	126905414	127452516	DOCK1
10	642938	127135426	127196172	FAM196A
10	100287412	127389006	127408115	LOC100287412
10	728011	127396258	127398084	LOC728011
10	594857	127549349	127552671	NPS
10	642759	127574361	127575149	LOC642759
10	399823	127737274	127741186	FOXI2
10	119467	127877850	127892947	CLRN3
10	5791	127907061	128085916	PTPRE
10	4288	128096659	128126204	MKI67
10	728152	128213578	128216249	LOC728152
10	728065	128496358	128585313	LOC728065
10	4255	129467190	129767519	MGMT
10	728154	129622852	129624421	LOC728154
10	253738	129835232	129964282	EBF3
10	10539	130136375	130180382	GLRX3
10	256536	131092392	131311721	TCERG1L
10	100505979	131308884	131309519	LOC100505979
10	643495	131475637	131476334	LOC643495
10	100129103	131566059	131586940	LOC100129103
10	728455	131652527	131655874	LOC728455
10	728497	131878388	131881493	LOC728497
10	101929806	131884018	131889796	LOC101929806
10	55844	131900644	131969946	PPP2R2D
10	664	131967700	131981931	BNIP3
10	282973	132065864	132184978	JAKMIP3
10	10570	132185060	132205776	DPYSL4
10	282974	132207482	132307973	STK32C
10	80313	132332110	132381506	LRRC27
10	170394	132397198	132417859	PWWP2B
10	170393	132445210	132448321	C10orf91
10	3632	132537849	132783480	INPP5A
10	728616	132619048	132620016	LOC728616
10	84504	132784816	132786033	NKX6-2
10	54777	132808392	132942585	TTC40
10	84435	133070929	133131675	GPR123
10	85442	133160467	133226412	KNDC1
10	8433	133230274	133231558	UTF1
10	27287	133237904	133241930	VENTX
10	101	133262416	133276903	ADAM8
10	10844	133278630	133312337	TUBGCP2
10	441580	133307495	133318856	LOC441580
10	118472	133308919	133313162	ZNF511
10	50632	133325424	133336971	CALY
10	118471	133347340	133352683	PRAP1
10	282969	133355154	133358025	FUOM
10	1892	133362483	133373404	ECHS1
10	196743	133379237	133391696	PAOX
10	92170	133394117	133420670	MTG1
10	503542	133420666	133425163	SPRN
10	728751	133487024	133493151	LOC728751
10	1571	133527363	133539116	CYP2E1
10	93426	133553900	133568291	SYCE1
10	441581	133625099	133626795	FRG2B
10	644182	133645857	133646387	LOC644182
10	100289353	133664246	133665973	LOC100289353
10	102723423	133667151	133668484	LOC102723423
10	102723449	133670450	133671783	LOC102723449
10	102723472	133673749	133675082	LOC102723472
10	102723495	133677059	133678392	LOC102723495
10	102723518	133680369	133681702	LOC102723518
10	102723538	133683668	133685001	LOC102723538
10	100289387	133769199	133770533	LOC100289387
10	644251	134169276	134173828	LOC644251
10	101927515	134192301	134195010	LOC101927515
10	644276	134450474	134471276	LOC644276
10	647509	134609555	134610790	LOC647509
10	100128697	134929408	134929845	LOC100128697
10	285444	135319713	135325714	LOC285444
10	401650	135327920	135328603	LOC401650
10	440016	135329301	135331913	LOC440016
11	642267	110077	170335	LOC642267
11	641710	116300	129743	LOC641710
11	642257	162326	163360	LOC642257
11	727750	185899	187245	LOC727750
11	147199	188101	194575	SCGB1C1
11	113746	196761	200258	ODF3
11	51272	202924	207422	BET1L
11	60626	207499	215175	RIC8A
11	23410	215030	236362	SIRT3
11	5719	236808	252984	PSMD13
11	171389	278570	285388	NLRP6
11	80162	287826	295688	ATHL1
11	100288718	290414	291646	LOC100288718
11	387733	298200	299526	IFITM5
11	727802	305628	308727	LOC727802
11	10581	308107	309410	IFITM2
11	642369	311394	312668	LOC642369
11	8519	313991	315272	IFITM1
11	10410	319673	320914	IFITM3
11	338707	369795	382117	B4GALNT4
11	11187	392614	404908	PKP3
11	59307	405716	417454	SIGIRR
11	338440	417930	442011	ANO9
11	81490	450280	491399	PTDSS2
11	100128001	464726	465618	LOC100128001
11	6050	494512	507283	RNH1
11	101059906	528484	531514	LOC101059906
11	3265	532242	535561	HRAS
11	115399	536722	554916	LRRC56
11	256329	554850	560779	C11orf35
11	8045	559470	564025	RASSF7
11	100288751	573808	575885	LOC100288751
11	57661	576226	612222	PHRF1
11	3665	612555	615999	IRF7
11	53841	616565	625067	CDHR5
11	6343	626195	627898	SCT
11	1815	637305	640706	DRD4
11	10522	644220	695740	DEAF1
11	283232	695155	705028	TMEM80
11	64787	706117	727727	EPS8L2
11	6888	747432	765024	TALDO1
11	347862	767222	777501	PDDC1
11	51286	787110	790126	CEND1
11	79751	790475	798269	SLC25A22
11	101927423	797398	799187	PANO
11	55367	799179	809414	PIDD1
11	6181	809936	812876	RPLP2
11	57104	818901	825573	PNPLA2
11	283229	826144	831991	EFCAB4A
11	977	832952	838835	CD151
11	5441	839721	842529	POLR2L
11	7106	842824	867116	TSPAN4
11	66005	867859	915058	CHID1
11	161	925809	1012245	AP2A2
11	642724	1002825	1007279	LOC642724
11	101927462	1010627	1012240	LOC101927462
11	4588	1012824	1036706	MUC6
11	101927503	1049518	1055749	LOC101927503
11	642507	1064902	1094413	LOC642507
11	4583	1074875	1110508	MUC2
11	4586	1157974	1201138	MUC5AC
11	727897	1223065	1262176	MUC5B
11	101927530	1212767	1222364	LOC101927530
11	54472	1274368	1309662	TOLLIP
11	100287643	1294844	1298366	LOC100287643
11	100287677	1299918	1307248	LOC100287677
11	9024	1389899	1462689	BRSK2
11	81532	1469455	1486718	MOB2
11	649798	1547311	1562024	LOC649798
11	1850	1554051	1571920	DUSP8
11	101927562	1554602	1556457	LOC101927562
11	387264	1584342	1585283	KRTAP5-1
11	440021	1597177	1598294	KRTAP5-2
11	387266	1607565	1608463	KRTAP5-3
11	387267	1620958	1622138	KRTAP5-4
11	439915	1629803	1630930	KRTAP5-5
11	440023	1697195	1697755	KRTAP5-6
11	402778	1732410	1750594	IFITM10
11	1509	1752752	1763992	CTSD
11	100287770	1772028	1785203	LOC100287770
11	90019	1834444	1837521	SYT8
11	7136	1839003	1841680	TNNI2
11	4046	1852970	1892263	LSP1
11	102724536	1887586	1917665	LOC102724536
11	7140	1919562	1938706	TNNT3
11	6150	1947272	1956609	MRPL23
11	101927645	1975029	1978516	LOC101927645
11	723961	2129112	2161209	INS-IGF2
11	3481	2129117	2149603	IGF2
11	3630	2159779	2161209	INS
11	7054	2163929	2171805	TH
11	430	2268498	2270952	ASCL2
11	29125	2296277	2301913	C11orf21
11	10077	2302013	2318200	TSPAN32
11	975	2376161	2397419	CD81
11	10078	2400493	2403878	TSSC4
11	29850	2404515	2423402	TRPM5
11	3784	2444991	2849110	KCNQ1
11	1028	2883218	2885832	CDKN1C
11	5003	2888097	2903945	SLC22A18AS
11	5002	2899721	2925246	SLC22A18
11	642922	2903231	2904291	LOC642922
11	7262	2928273	2929420	PHLDA2
11	4676	2944430	2992377	NAP1L4
11	833	3000922	3057451	CARS
11	114879	3087116	3165352	OSBPL5
11	100133241	3122500	3143277	LOC100133241
11	386746	3217944	3218813	MRGPRG
11	116534	3227811	3232386	MRGPRE
11	643083	3317034	3334426	LOC643083
11	7748	3357927	3379222	ZNF195
11	728199	3458749	3488924	LOC728199
11	116969	3638503	3642316	ART5
11	417	3645131	3684772	ART1
11	57053	3665587	3671384	CHRNA10
11	4928	3675010	3797792	NUP98
11	643189	3774924	3775493	LOC643189
11	27315	3797724	3826371	PGAP2
11	391	3826978	3840983	RHOG
11	6786	3855703	4093210	STIM1
11	100293160	3913632	3914111	LOC100293160
11	6240	4094694	4138876	RRM1
11	143496	4367263	4368386	OR52B4
11	6737	4384897	4393697	TRIM21
11	119774	4449295	4450361	OR52K2
11	390036	4488879	4489908	OR52K1
11	119772	4545191	4546144	OR52M1
11	143501	4571423	4577820	C11orf40
11	143502	4586791	4587905	OR52I2
11	390037	4594039	4595013	OR52I1
11	55128	4598672	4608259	TRIM68
11	390038	4639715	4640838	OR51D1
11	143503	4643926	4655488	OR51E1
11	81285	4680171	4697846	OR51E2
11	256892	4768979	4769917	OR51F1
11	119695	4803433	4804380	OR52R1
11	119694	4821386	4822414	OR51F2
11	119692	4848237	4849208	OR51S1
